File BR50042, IAD, Is already downloaded: Skipping
File BR52161, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52163, no, Link 1 Error: ('1: No data found: Skipping',). Link 2 Error: No data found: Skipping
File BR52162, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52158, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52165, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52164, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52168, no, Link 1 Error: ("<urlopen error [WinError 3] Den angivne sti blev ikke fundet: 'C:\\\\Users\\\\burns\\\\Downloads\\\\2016_EcoVadis_CSR_Report_and_COP_Communication_on_Progress.pdf'>",). Link 2 Error: No data found: Skipping
File BR52166, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52170, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52169, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52167, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52171, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52173, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52172, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52174, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52176, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52175, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52177, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52179, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52180, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52181, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52178, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52184, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52182, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52183, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52186, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52185, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52188, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52187, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52189, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52191, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52192, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52190, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52193, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52194, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52196, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52195, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52197, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52198, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52199, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52200, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52202, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52201, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52204, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52203, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52205, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52207, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52208, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52206, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52209, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52210, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52211, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52213, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52212, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52214, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52217, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52215, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52216, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52218, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52220, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52221, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52222, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52219, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52225, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52223, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52227, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52226, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52224, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52230, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52229, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52228, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52231, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52232, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52234, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52233, no, Link 1 Error: ('<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>',). Link 2 Error: No data found: Skipping
File BR52236, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52238, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.elliesholdings.com'. (_ssl.c:1032)>
File BR52239, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR52237, YES, Downloaded without issue through link1
File BR52241, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 403: Forbidden
File BR52242, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR52243, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR52235, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52245, no, Link 1 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>, Link 2 Error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>
File BR52244, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR52247, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR52246, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52248, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52249, no, Link 1 Error: ('HTTP Error 404: ',). Link 2 Error: No data found: Skipping
File BR52250, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR52252, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: 3: Not a PDF: Deleting
File BR52251, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR52254, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR52255, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52256, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR52257, no, Link 1 Error: ('1: No data found: Skipping',). Link 2 Error: No data found: Skipping
File BR52258, no, Link 1 Error: ('1: No data found: Skipping',). Link 2 Error: No data found: Skipping
File BR52259, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52260, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52253, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52262, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: 3: Not a PDF: Deleting
File BR52261, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52263, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52265, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52266, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 404: Not Found
File BR52267, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: HTTP Error 404: Not Found
File BR52268, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52269, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52270, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52271, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52272, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: 3: Not a PDF: Deleting
File BR52240, no, Link 1 Error: ('<urlopen error [WinError 10060] Et forsøg på at oprette forbindelse mislykkedes, fordi den part, der havde oprettet forbindelse, ikke svarede korrekt efter en periode, eller en oprettet forbindelse blev afbrudt, fordi værten ikke svarede>',). Link 2 Error: No data found: Skipping
File BR52274, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52273, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52276, no, Link 1 Error: ('1: No data found: Skipping',). Link 2 Error: No data found: Skipping
File BR52275, no, Link 1 Error: ('HTTP Error 403: Forbidden',). Link 2 Error: No data found: Skipping
File BR52277, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52278, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR52279, no, Link 1 Error: ('<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>',). Link 2 Error: No data found: Skipping
File BR52280, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52281, YES, Downloaded without issue through link1
File BR52283, no, Link 1 Error: 1: No data found: Skipping, Link 2 Error: 3: Not a PDF: Deleting
File BR52284, no, Link 1 Error: HTTP Error 403: Forbidden, Link 2 Error: HTTP Error 403: Forbidden
File BR52282, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52286, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52264, no, Link 1 Error: ('<urlopen error [WinError 10060] Et forsøg på at oprette forbindelse mislykkedes, fordi den part, der havde oprettet forbindelse, ikke svarede korrekt efter en periode, eller en oprettet forbindelse blev afbrudt, fordi værten ikke svarede>',). Link 2 Error: No data found: Skipping
File BR52288, no, Link 1 Error: <urlopen error [Errno 11001] getaddrinfo failed>, Link 2 Error: <urlopen error [Errno 11001] getaddrinfo failed>
File BR52289, no, Link 1 Error: ('3: Not a PDF: Deleting',). Link 2 Error: No data found: Skipping
File BR52290, no, Link 1 Error: HTTP Error 404: Not Found, Link 2 Error: HTTP Error 404: Not Found
File BR52291, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52292, no, Link 1 Error: 3: Not a PDF: Deleting, Link 2 Error: 3: Not a PDF: Deleting
File BR52293, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52294, YES, Downloaded without issue through link1
File BR52295, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
File BR52296, no, Link 1 Error: ('HTTP Error 404: Not Found',). Link 2 Error: No data found: Skipping
File BR52297, no, Link 1 Error: ('<urlopen error [Errno 11001] getaddrinfo failed>',). Link 2 Error: No data found: Skipping
